netflix_titles.csv/show_id,netflix_titles.csv/type,netflix_titles.csv/title,netflix_titles.csv/director,netflix_titles.csv/cast,netflix_titles.csv/country,netflix_titles.csv/date_added,netflix_titles.csv/release_year,netflix_titles.csv/rating,netflix_titles.csv/duration,netflix_titles.csv/listed_in,netflix_titles.csv/description
b's5487',b'Movie',"b""The Devil's Mistress""",b'Filip Renc',"b'Tatiana Pauhofov\xc3\xa1, Karl Markovics, Gedeon Burkhard, Simona Stasov\xc3\xa1, Martin Huba, Pavel Kr\xc3\xadz, Zdenka Proch\xc3\xa1zkov\xc3\xa1, Anna Fialov\xc3\xa1, Lenka Vlas\xc3\xa1kov\xc3\xa1, Jir\xc3\xad M\xc3\xa1dl'","b'Czech Republic, Slovakia'",2017-05-15,2016,b'TV-MA',b'110 min',"b'Dramas, International Movies'","b'Before the dawn of World War II, an ambitious actress pursues her dreams in Berlin. But her plans derail when she becomes Joseph Goebbels\xe2\x80\x99 mistress.'"
b's5488',b'Movie',b'Wild Oats',b'Andy Tennant',"b'Shirley MacLaine, Jessica Lange, Billy Connolly, Santiago Segura, Howard Hesseman, Matt Walsh, Jay Hayden, Rebecca Da Costa, Demi Moore'","b'Germany, United States'",2017-05-13,2016,b'PG-13',b'86 min',b'Comedies',"b'When insurance accidentally pays her millions, retired teacher Eva and her pal Maddie head to the Canary Islands for the adventure of their lives.'"
b's5489',b'TV Show',b'All Hail King Julien: Exiled',,"b'Danny Jacobs, Andy Richter, Kevin Michael Richardson, India de Beaufort, Jeff Bennett, Maurice LaMarche'",,2017-05-12,2017,b'TV-Y7',b'1 Season',"b""Kids' TV, TV Action & Adventure, TV Comedies""","b""Julien's been dethroned, but loyal friends and some very unlikely allies will propel the lovable lemur on a colorful journey to take back his kingdom."""
b's5490',b'Movie',b'Get Me Roger Stone',"b'Dylan Bank, Daniel DiMauro, Morgan Pehme'",b'Roger Stone',b'United States',2017-05-12,2017,b'TV-MA',b'101 min',b'Documentaries',"b""Examine the rise, fall and rebirth of political operative Roger Stone, who's been an influential member of Team Trump for decades."""
b's5491',b'Movie',b'Mindhorn',b'Sean Foley',"b'Julian Barratt, Andrea Riseborough, Essie Davis, Russell Tovey, Simon Farnaby, Steve Coogan, Richard McCabe, David Schofield, Nicholas Farrell, Jessica Barden'",b'United Kingdom',2017-05-12,2017,b'TV-MA',b'88 min',"b'Comedies, Cult Movies, Independent Movies'","b""When a twisted killer tells the police he'll only speak to a fictional 1980s TV detective, the washed-up actor who played him takes the gig."""
b's5492',b'Movie',b'Sahara',b'Pierre Cor\xc3\xa9',"b'Robert Naylor, Angela Galuppo, Daniel Brochu, Mark Hauser, Andrew Shaver, Mathew Mackay, Richard Dumont, Brady Moffatt, Rick Jones, Nadia Verrucci, Sonja Ball'","b'France, Canada'",2017-05-12,2017,b'TV-Y7',b'86 min',b'Children & Family Movies',"b'When his new love is captured by an evil snake charmer, a young cobra and his scorpion best friend set out across the desert on a wild rescue mission.'"
b's5493',b'Movie',"b""Norm Macdonald: Hitler's Dog, Gossip & Trickery""",b'Liz Plonka',b'Norm MacDonald',b'United States',2017-05-09,2017,b'TV-MA',b'61 min',b'Stand-Up Comedy',"b'In this new stand-up special, Norm Macdonald delivers sly, deadpan observations from an older \xe2\x80\x93 and perhaps even wiser \xe2\x80\x93 point of view.'"
b's5494',b'Movie',b'Handsome: A Netflix Mystery Movie',b'Jeff Garlin',"b'Jeff Garlin, Natasha Lyonne, Amy Sedaris, Steven Weber, Christine Woods, Eddie Pepitone, Timm Sharp, Brad Morris, Leah Remini, Ava Acres'",b'United States',2017-05-05,2017,b'TV-MA',b'81 min',b'Comedies',"b""Homicide detective Gene Handsome sets out to solve a woman's murder while searching for clues about what's missing from his personal life."""
b's5495',b'TV Show',b'Kazoops!',,"b'Reece Pockney, Scott Langley, Alex Babic, Gemma Harvey, Jessica Hann, Emma Tate'",b'Australia',2017-05-05,2017,b'TV-Y',b'3 Seasons',"b""Kids' TV""",b'Music meets imagination in this inventive animated series about thinking outside the box and having fun.'
b's5496',b'Movie',b'Simplemente Manu NNa',"b'Jan Suter, Ra\xc3\xbal Campos'",b'Manu NNa',b'Mexico',2017-05-05,2017,b'TV-MA',b'72 min',b'Stand-Up Comedy',b'Eclectic stand-up comic Manu NNa relays everyday tales about the struggles of being gay in Mexico and shares his love of telenovelas and mezcal.'
b's5497',b'Movie',b'The Mars Generation',b'Michael Barnett',"b'Neil deGrasse Tyson, Bill Nye, Michio Kaku'",b'United States',2017-05-05,2017,b'TV-PG',b'98 min',"b'Children & Family Movies, Documentaries'","b'Self-professed teenage ""space nerds"" at Space Camp chase their dreams of traveling to Mars, while experts reflect on NASA\'s history and future.'"
b's5498',b'Movie',b'Maria Bamford: Old Baby',b'Jessica Yu',b'Maria Bamford',b'United States',2017-05-02,2017,b'TV-MA',b'64 min',b'Stand-Up Comedy',"b'Maria Bamford performs a rapid-fire, playful stand-up set for crowds at park benches, bowling alleys and LA theaters in this roving comedy special.'"
b's5499',b'Movie',b'A Yellow Bird',b'K. Rajagopal',"b'Sivakumar Palakrishnan, Huang Lu, Seema Biswas, Udaya Soundari, Nithiyia Rao, Indra Chandran'","b'Singapore, France'",2017-05-01,2016,b'TV-MA',b'111 min',"b'Dramas, Independent Movies, International Movies'","b'In Singapore, a homeless ex-convict hoping to reunite with his family forms a bond with a Chinese sex worker while serving as her bodyguard.'"
b's5500',b'Movie',b'Chaahat',b'Mahesh Bhatt',"b'Naseeruddin Shah, Shah Rukh Khan, Pooja Bhatt, Anupam Kher, Ramya Krishnan, Avtar Gill, Mushtaq Khan'",b'India',2017-05-01,1996,b'TV-14',b'148 min',"b'Dramas, International Movies, Romantic Movies'",b'A vulnerable singer is forced to choose between the girl he loves and another who has developed an unhealthy obsession with him.'
b's5501',b'Movie',b'English Babu Desi Mem',b'Praveen Nischol',"b'Shah Rukh Khan, Sonali Bendre, Rajeshwari, Saeed Jaffrey, Kiran Kumar, Baba Brahmbhatt, Ishita Haria, Sunny Singh, Gulshan Bawra'",b'India',2017-05-01,1996,b'TV-14',b'163 min',"b'Comedies, Dramas, International Movies'","b'After his brother dies, wealthy Vikram reluctantly returns to India and forms a surprise bond with his orphaned nephew and the showgirl raising him.'"
b's5502',b'Movie',b'He Even Has Your Eyes',b'Lucien Jean-Baptiste',"b'Lucien Jean-Baptiste, Aissa Maiga, Zabou Breitman, Vincent Elbaz, Michel Jonasz, Naidra Ayadi, Marie-Philom\xc3\xa8ne Nga, Bass Dhem, Delphine Th\xc3\xa9odore'","b'France, Belgium'",2017-05-01,2016,b'TV-MA',b'95 min',"b'Comedies, International Movies'","b'When French-African couple Paul and Sali discover the longed-for baby they are about to adopt is white, family chaos and confrontation ensue.'"
b's5503',b'Movie',b'In the Shadow of Iris',b'Jalil Lespert',"b'Romain Duris, Charlotte Le Bon, Jalil Lespert, Camille Cottin, Adel Bencherif, Sophie Verbeeck, H\xc3\xa9l\xc3\xa8ne Barbry'","b'France, Belgium'",2017-05-01,2016,b'TV-MA',b'99 min',"b'Dramas, International Movies, Thrillers'","b""The sudden disappearance of a wealthy banker's wife cracks open a dizzying world of secret fetishes, desperate acts and elaborate deceptions."""
b's5504',b'Movie',b'JFK: The Making of a President',b'Edward Cotterill',,b'United Kingdom',2017-05-01,2017,b'TV-PG',b'44 min',b'Documentaries',"b""Explore how John F. Kennedy's worldview was influenced by his younger years, when he endured poor health, family tragedy and a demanding father."""
b's5505',b'Movie',b'Kiss & Cry',b'Sean Cisterna',"b'Sarah Fisher, Luke Bilyk, Chantal Kreviazuk, Sergio Di Zio, Denis Akiyama, Julia Tomasone, Brittany Bristow, Zo\xc3\xab Belkin, Lauren Esdale, Naomi Snieckus'",b'Canada',2017-05-01,2017,b'TV-MA',b'93 min',"b'Dramas, International Movies, Romantic Movies'","b'Faced with a rare form of throat cancer, teen figure skater Carley Allison finds strength in singing for an online audience in this biopic.'"
b's5506',b'Movie',b'Loev',b'Sudhanshu Saria',"b'Shiv Pandit, Dhruv Ganesh, Siddharth Menon, Rishabh Chaddha'",b'India',2017-05-01,2015,b'TV-MA',b'89 min',"b'Dramas, Independent Movies, International Movies'",b'Lives are upended when a hiking trip leads a Wall Street hotshot to explore his true feelings for an old pal who\xe2\x80\x99s disenchanted with his boyfriend.'
b's5507',b'Movie',b'Mostly Sunny',b'Dilip Mehta',b'Sunny Leone',b'Canada',2017-05-01,2016,b'TV-MA',b'83 min',"b'Documentaries, International Movies'","b'Explore the unconventional career of Sunny Leone, who transitioned from adult film star to Bollywood actress and reality TV star.'"
b's5508',b'Movie',b'The Next Skin',"b'Isaki Lacuesta, Isa Campo'","b'\xc3\x80lex Monner, Emma Su\xc3\xa1rez, Sergi L\xc3\xb3pez, Bruno Todeschini, Igor Szpakowski, S\xc3\xadlvia Bel, Greta Fern\xc3\xa1ndez, Mikel Iglesias'","b'Spain, Switzerland'",2017-05-01,2016,b'TV-MA',b'104 min',"b'Dramas, International Movies'","b""When a withdrawn, long-missing teenager reappears in a chilly alpine town, his heartbroken family begins to wonder if he's actually who he says he is."""
b's5509',b'Movie',b'Casting JonBenet',b'Kitty Green',,"b'United States, Australia, China'",2017-04-28,2017,b'TV-14',b'81 min',b'Documentaries',"b""Local actors from JonBenet Ramsey's hometown offer multiple perspectives on her 1996 murder as they vie to play roles in a dramatization of the case."""
b's5510',b'TV Show',b'Jumping Girl',,"b'Luna, U-kwon, Ha-na Jung, B-Bomb, Ha-seong Park'",b'South Korea',2017-04-28,2015,b'TV-14',b'1 Season',"b'International TV Shows, Korean TV Shows, Romantic TV Shows'","b""Sang-ah would do anything to shield pop star Ah-shin from rabid fans. But after an act of protection gone wrong, it looks like she's the crazy one."""
b's5511',b'TV Show',b'President',,"b'Su-jong Choi, Hee-Ra Ha, Jay Kim, Ji-hye Wang, Shin-il Kang'",b'South Korea',2017-04-28,2010,b'TV-14',b'1 Season',"b'International TV Shows, Korean TV Shows, TV Dramas'","b'An ambitious, talented politician embarks on an intense journey toward winning the presidency while juggling his complicated family affairs.'"
b's5512',b'Movie',b'Rodney King',b'Spike Lee',b'Roger Guenveur Smith',b'United States',2017-04-28,2017,b'TV-MA',b'53 min',b'Dramas',b'Roger Guenveur Smith gives voice to the man at the center of the brutal police beating that helped fuel the 1992 LA riots. Spike Lee directs.'
b's5513',b'Movie',b'Small Crimes',b'Evan Katz',"b'Nikolaj Coster-Waldau, Gary Cole, Molly Parker, Macon Blair, Pat Healy, Jacki Weaver, Robert Forster'","b'Canada, United States'",2017-04-28,2017,b'TV-MA',b'95 min',"b'Dramas, Thrillers'","b'After serving a six-year prison sentence, an ex-cop tries to rebuild his life in his hometown, but gets caught up in the fallout from his past.'"
b's5514',b'TV Show',b'What in the World Happened?',,"b'Eun-mi Go, Jaehyo, Eun-Hyung Jo, Ha-yeon Kim, Shin Yi, Kwang-sun Park'",b'South Korea',2017-04-28,2015,b'TV-14',b'1 Season',"b'International TV Shows, Korean TV Shows, Romantic TV Shows'",b'A happy secret romance between a 40-year-old woman and a 25-year-old man is complicated after a greeting card grants her wish to be young again.'
b's5515',b'TV Show',b'Mar de Pl\xc3\xa1stico',,"b'Rodolfo Sancho, Bel\xc3\xa9n L\xc3\xb3pez, Pedro Casablanc, Luis Fern\xc3\xa1ndez, Patrick Criado, Nya de la Rubia, Jes\xc3\xbas Castro, Fernando Cayo'",b'Spain',2017-04-27,2017,b'TV-MA',b'2 Seasons',"b'Crime TV Shows, International TV Shows, Spanish-Language TV Shows'","b'In a town in southern Spain where racial tensions run high among the workers in its many greenhouses, a cop investigates the murder of a young woman.'"
b's5516',b'Movie',b'Dear Zindagi',b'Gauri Shinde',"b'Alia Bhatt, Shah Rukh Khan, Ira Dubey, Yashaswini Dayama, Gautmik, Raj Bhansali, Rohit Saraf, Atul Kale, Kunal Kapoor, Angad Bedi, Ali Zafar, Aditya Roy Kapoor'",b'India',2017-04-25,2016,b'TV-14',b'149 min',"b'Comedies, Dramas, International Movies'",b'A young cinematographer with a bright professional future and a lack of empathy learns the importance of balancing ambition with humanity.'
b's5517',b'Movie',b'Shepherds and Butchers',b'Oliver Schmitz',"b'Steve Coogan, Andrea Riseborough, Garion Dowds, Robert Hobbs, Deon Lotz, Marcel Van Heerden, Lauren Steyn'","b'South Africa, United States, Germany'",2017-04-25,2016,b'R',b'106 min',"b'Dramas, International Movies'","b'When a young prison guard commits murder in South Africa, an ardent lawyer aims to prove he was psychologically unbalanced by his role in executions.'"
b's5518',b'Movie',b'The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared',"b'Felix Herngren, M\xc3\xa5ns Herngren'","b'Robert Gustafsson, Jens Hult\xc3\xa9n, Caroline Boulton, Colin McFarlane, Cory Peterson, Jay Simpson, David Schaal'",b'Sweden',2017-04-25,2016,b'TV-MA',b'108 min',"b'Comedies, International Movies'","b'In need of money, an eccentric ex-spy and his younger octogenarian partner embark on an international quest for a valuable Soviet soda formula.'"
b's5519',b'Movie',b'Vir Das: Abroad Understanding',b'Marcus Raboy',b'Vir Das',b'United States',2017-04-25,2017,b'TV-MA',b'66 min',b'Stand-Up Comedy',"b'Comedian Vir Das tackles nationalism, globalism, good food and bad politics in two cleverly crosscut performances in New York and New Delhi.'"
b's5520',b'TV Show',b'Fangbone',,"b'Taylor Abrahamse, Colin Doyle, Juan Chioran, Kathleen Laskey, Stacey DePass, Mike Kiss'",b'Canada',2017-04-22,2016,b'TV-Y7',b'1 Season',"b""Kids' TV, TV Comedies""","b'Magically transported from far-off Skullbania, a young barbarian teams up with an odd third-grader to protect his homeland from an evil sorcerer.'"
b's5521',b'TV Show',b'Girlboss',,"b'Britt Robertson, Ellie Reed, Johnny Simmons, Alphonso Mcauley'",b'United States',2017-04-21,2017,b'TV-MA',b'1 Season',b'TV Comedies',"b'Rebellious and broke, Sophia stumbles into creating an online business and learns how to be the boss. A comedy inspired by the best-selling memoir.'"
b's5522',b'TV Show',b'Hot Girls Wanted: Turned On',"b'Jill Bauer, Ronna Gradus, Rashida Jones'",,b'United States',2017-04-21,2017,b'TV-MA',b'1 Season',b'Docuseries',"b'Personal stories reveal how the intersection of sex, technology and intimate relationships is rewiring us in fundamental ways.'"
b's5523',b'Movie',b'Sand Castle',b'Fernando Coimbra',"b'Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Glen Powell, Neil Brown Jr., Beau Knapp, Sammy Sheik, Gonzalo Menendez'",b'United States',2017-04-21,2017,b'TV-MA',b'113 min',"b'Action & Adventure, Dramas, Independent Movies'","b""After the invasion of Iraq in 2003, a reluctant soldier's platoon is dispatched on a dangerous mission to repair a hostile village's water system."""
b's5524',b'TV Show',b'The Mr. Peabody and Sherman Show',,"b""Chris Parnell, Max Charles, Dieter Jansen, Da'Vine Joy Randolph""",b'United States',2017-04-21,2017,b'TV-Y7',b'4 Seasons',"b""Kids' TV, TV Comedies""","b'Mr. Peabody and Sherman host a zany late-night comedy show from a swanky penthouse, with time-traveling historical figures and a live audience.'"
b's5525',b'Movie',b'Tramps',b'Adam Leon',"b'Callum Turner, Grace Van Patten, Michal Vondel, Mike Birbiglia, Margaret Colin, Louis Cancelmi, Rachel Zeiger-Haag, Dane Martinez'",b'United States',2017-04-21,2017,b'TV-MA',b'83 min',"b'Dramas, Independent Movies, Romantic Movies'","b'Pulled into a shady briefcase swap for different reasons, young strangers Danny and Ellie spend an eventful night together when the deal goes wrong.'"
b's5526',b'Movie',b'Lucas Brothers: On Drugs',b'Jay Chapman',"b'Keith Lucas, Kenny Lucas'",b'United States',2017-04-18,2017,b'TV-MA',b'50 min',b'Stand-Up Comedy',"b'Deadpan twin comics Keith and Kenny Lucas take the stage in Brooklyn with a set that touches on drugs, race, Deion Sanders, teachers and O.J. Simpson.'"
b's5527',b'Movie',b'Bibi & Tina',b'Detlev Buck',"b'Lina Larissa Strahl, Lisa-Marie Koroll, Louis Held, Ruby O. Fee, Charly H\xc3\xbcbner, Michael Maertens, Winnie B\xc3\xb6we, Fabian Buch, Max von der Groeben, Martin Seifert'",b'Germany',2017-04-15,2014,b'TV-PG',b'97 min',"b'Children & Family Movies, Music & Musicals'","b""Teen witch Bibi and horse-loving Tina face trouble when a posh girl flirts with Tina's boyfriend and a crook sets his greedy eyes on a promising foal."""
b's5528',b'Movie',b'Bibi & Tina II',b'Detlev Buck',"b'Lina Larissa Strahl, Lisa-Marie Koroll, Louis Held, Emilio Moutaoukkil, Michael Maertens, Martin Seifert, Winnie B\xc3\xb6we, Fabian Buch, Mavie H\xc3\xb6rbiger, Olli Schulz, Charly H\xc3\xbcbner, Milan Peschel'",b'Germany',2017-04-15,2014,b'TV-14',b'105 min',"b'Children & Family Movies, Music & Musicals'","b""When robbers hit Falkenstein castle, teen witch Bibi and pal Tina hunt for the crooks, then devise a plan to save the neighbors' failing ranch."""
b's5529',b'Movie',b'Bibi & Tina: Girls Versus Boys',b'Detlev Buck',"b'Lina Larissa Strahl, Lisa-Marie Koroll, Tilman P\xc3\xb6rzgen, Philipp Laude, Charly H\xc3\xbcbner, Louis Held, Benjamin Lutzke, Max von der Groeben, Kostja Ullmann, Michael Maertens, Fabian Buch, Winnie B\xc3\xb6we'",b'Germany',2017-04-15,2016,b'TV-14',b'107 min',"b'Children & Family Movies, Music & Musicals'","b""At summer camp, young Bibi and her friends are pitted against the boys in a treasure hunt. But what's a witch to do when she loses her powers?"""
b's5530',b'Movie',b'Slam',b'Andrea Molaioli',"b'Ludovico Tersigni, Jasmine Trinca, Luca Marinelli, Barbara Ramella, Gianluca Broccatelli, Pietro Ragusa, Fiorenza Tessari'",b'Italy',2017-04-15,2017,b'TV-MA',b'99 min',"b'Comedies, Dramas, International Movies'","b'Teen father-to-be Sam imagines his future as a young parent and finds a surprising mentor while reading about his idol, pro skateboarder Tony Hawk.'"
b's5531',b'Movie',b'The Wedding Party',b'Kemi Adetiba',"b'Adesua Etomi, Banky Wellington, Richard Mofe-Damijo, Sola Sobowale, Iretiola Doyle, Alibaba Akporobome, Zainab Balogun, Beverly Naya, Enyinna Nwigwe'",b'Nigeria',2017-04-15,2016,b'TV-14',b'101 min',"b'Comedies, Dramas, International Movies'","b""As their big day arrives, a couple's lavish wedding plans turn into a nightmare of exes, fighting parents and uninvited guests."""
